"titulo" "estrato.antigo" "qIF" "estrato.novo" "pontos"
"1831" "Revista Brasileira de Medicina do Esporte" "B5" 25 "B3" 10
"1832" "Revista Brasileira de Medicina Veterinaria" "B5" 14 "B3" 10
"1833" "Revista Brasileira de Meteorologia" "B5" 18 "B3" 10
"1834" "Revista Ciencias de la Salud" "B5" 10 "B4" 10
"1835" "Revista de Antropologia" "B5" 37 "B2" 10
"1836" "Revista de Ciencias Farmaceuticas Basica e Aplicada" "B5" 9 "B4" 10
"1837" "Revista em Agronegocio e Meio Ambiente" "B5" 9 "B4" 10
"1838" "Revista Facultad Nacional de Agronomia Medellin" "B5" 18 "B3" 10
"1839" "Revista Lasallista de Investigacion" "B5" 33 "B2" 10
"1840" "Revista Peruana de Biologia" "B5" 28 "B2" 10
"1841" "Scientia Medica" "B5" 35 "B2" 10
"1842" "Scripta Nova" "B5" 26 "B2" 10
"1843" "Silvae Genetica" "B5" 48 "B1" 10
"1844" "Universitas Scientiarum" "B5" 53 "A4" 10
"1845" "Vitae" "B5" 5 "B4" 10
"1846" "Adolescencia e Saude" "C" 11 "B4" 0
"1847" "Advanced Pharmaceutical Bulletin" "C" 89 "A1" 0
"1848" "American Entomologist" "C" 22 "B3" 0
"1849" "American Journal of Physiology - Advances in Physiology Education" "C" 18 "B3" 0
"1850" "Amphibian and Reptile Conservation" "C" 58 "A4" 0
"1851" "Andrology" "C" 93 "A1" 0
"1852" "Anthropocene Review" "C" 98 "A1" 0
"1853" "Antioxidants" "C" 93 "A1" 0
"1854" "Aquaculture Reports" "C" 88 "A1" 0
"1855" "Archaea" "C" 85 "A2" 0
"1856" "Biochimie Open" "C" 24 "B3" 0
"1857" "Biodiversity Data Journal" "C" 43 "B1" 0
"1858" "BioInvasions Records" "C" 53 "A4" 0
"1859" "Biomedical Physics and Engineering Express" "C" 65 "A3" 0
"1860" "Biotechnology Reports" "C" 88 "A1" 0
"1861" "Brazilian Dental Science" "C" 13 "B3" 0
"1862" "Brazilian Journal of Food Technology" "C" 30 "B2" 0
"1863" "Chemical and Biological Technologies in Agriculture" "C" 82 "A2" 0
"1864" "Clinical and Experimental Otorhinolaryngology" "C" 66 "A3" 0
"1865" "Contemporary Clinical Dentistry" "C" 47 "B1" 0
"1866" "Current Biotechnology" "C" 18 "B3" 0
"1867" "Current Opinion in Behavioral Sciences" "C" 92 "A1" 0
"1868" "Current Research in Environmental and Applied Mycology" "C" 23 "B3" 0
"1869" "Earth System Science Data" "C" 99 "A1" 0
"1870" "Ecosistemas" "C" 14 "B3" 0
"1871" "Environmental Technology and Innovation" "C" 87 "A2" 0
"1872" "Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil" "C" 73 "A3" 0
"1873" "EPJ Web of Conferences" "C" 14 "B3" 0
"1874" "Erdkunde" "C" 60 "A4" 0
"1875" "Espacios" "C" 14 "B3" 0
"1876" "European Journal of Environmental Sciences" "C" 21 "B3" 0
"1877" "Evolutionary Psychology" "C" 71 "A3" 0
"1878" "Food and Energy Security" "C" 98 "A1" 0
"1879" "Food and Waterborne Parasitology" "C" 86 "A2" 0
"1880" "Food Science and Nutrition" "C" 68 "A3" 0
"1881" "Fossil Imprint" "C" 41 "B1" 0
"1882" "Fronteiras" "C" 18 "B3" 0
"1883" "Frontiers in Cell and Developmental Biology" "C" 82 "A2" 0
"1884" "Frontiers in Chemistry" "C" 82 "A2" 0
"1885" "Frontiers in Earth Science" "C" 86 "A2" 0
"1886" "Frontiers in Ecology and Evolution" "C" 80 "A2" 0
"1887" "Frontiers in Environmental Science" "C" 84 "A2" 0
"1888" "Frontiers in Marine Science" "C" 90 "A1" 0
"1889" "Frontiers in Medicine" "C" 95 "A1" 0
"1890" "Frontiers of Biogeography" "C" 43 "B1" 0
"1891" "GigaScience" "C" 97 "A1" 0
"1892" "GM crops & food" "C" 93 "A1" 0
"1893" "Infectious Diseases of Poverty" "C" 85 "A2" 0
"1894" "Intelligent Systems Reference Library" "C" 49 "B1" 0
"1895" "International Journal of Conservation Science" "C" 83 "A2" 0
"1896" "International Journal of Food Contamination" "C" 48 "B1" 0
"1897" "International Journal of Forestry Research" "C" 58 "A4" 0
"1898" "International Journal of Peptide Research and Therapeutics" "C" 28 "B2" 0
"1899" "Journal of Botany" "C" 56 "A4" 0
"1900" "Journal of Crop Science and Biotechnology" "C" 50 "B1" 0
"1901" "Journal of Geophysical Research: Solid Earth" "C" 92 "A1" 0
"1902" "Journal of Insects as Food and Feed" "C" 96 "A1" 0
"1903" "Journal of Nutrition and Metabolism" "C" 74 "A3" 0
"1904" "Journal of Threatened Taxa" "C" 19 "B3" 0
"1905" "Land" "C" 73 "A3" 0
"1906" "Lichenologist" "C" 48 "B1" 0
"1907" "Limnology and Oceanography Bulletin" "C" 21 "B3" 0
"1908" "Mammal Research" "C" 71 "A3" 0
"1909" "Management of Biological Invasions" "C" 60 "A4" 0
"1910" "Maritime Studies" "C" 76 "A2" 0
"1911" "Medicina" "C" 25 "B3" 0
"1912" "Microbial Biotechnology" "C" 80 "A2" 0
"1913" "MolBank" "C" 6 "B4" 0
"1914" "Muelleria" "C" 14 "B3" 0
"1915" "MycoKeys" "C" 84 "A2" 0
"1916" "Mycosphere" "C" 67 "A3" 0
"1917" "Norwegian Journal of Entomology" "C" 10 "B4" 0
"1918" "Nutricion Clinica y Dietetica Hospitalaria" "C" 14 "B3" 0
"1919" "Orbital" "C" 23 "B3" 0
"1920" "Ornamental Horticulture" "C" 21 "B3" 0
"1921" "Palaeontologia Electronica" "C" 59 "A4" 0
"1922" "Papers in Palaeontology" "C" 84 "A2" 0
"1923" "Pastoralism" "C" 68 "A3" 0
"1924" "Periodico Tche Quimica" "C" 62 "A4" 0
"1925" "Plant Gene" "C" 71 "A3" 0
"1926" "Problems of Education in the 21st Century" "C" 17 "B3" 0
"1927" "Quaternary and Environmental Geosciences" "C" 31 "B2" 0
"1928" "Regional Studies in Marine Science" "C" 74 "A3" 0
"1929" "Revista Brasileira de Geomorfologia" "C" 20 "B3" 0
"1930" "Revista Brasileira de Recursos Hidricos" "C" 39 "B1" 0
"1931" "Revista Brasileirade Ciencias Agrarias" "C" 31 "B2" 0
"1932" "Revista de Ciencias Agroveterinarias" "C" 22 "B3" 0
"1933" "Revista de Filosofia: Aurora" "C" 9 "B4" 0
"1934" "Revista do Instituto Geologico" "C" 25 "B3" 0
"1935" "Revista em Agronegocio e Meio Ambiente" "C" 9 "B4" 0
"1936" "Revista gaucha de enfermagem / EENFUFRGS" "C" 58 "A4" 0
"1937" "Royal Society Open Science" "C" 89 "A1" 0
"1938" "Science advances" "C" 97 "A1" 0
"1939" "Scientific data" "C" 99 "A1" 0
"1940" "Scientifica" "C" 74 "A3" 0
"1941" "SOIL" "C" 97 "A1" 0
"1942" "Sustainable Chemistry and Pharmacy" "C" 72 "A3" 0
"1943" "Sustentabilidade em Debate" "C" 1 "B4" 0
"1944" "Swiss Journal of Palaeontology" "C" 52 "A4" 0
"1945" "Therya" "C" 28 "B2" 0
"1946" "Transactions of the ASABE" "C" 75 "A3" 0
"1947" "Tropical Grasslands - Forrajes Tropicales" "C" 37 "B2" 0
"1948" "Veterinary Parasitology: Regional Studies and Reports" "C" 66 "A3" 0
"1949" "Wiley Interdisciplinary Reviews: Climate Change" "C" 99 "A1" 0
"1950" "WIT Transactions on Ecology and the Environment" "C" 16 "B3" 0
"1951" "World Development Perspectives" "C" 65 "A3" 0
