"titulo" "P.ISSN" "E.ISSN" "qIF"
"531" "Deutsche Lebensmittel-Rundschau" "00120413" "" 18
"532" "Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte" "00120936" "" 21
"533" "Deutsche Zeitschrift fur Philosophie" "00121045" "" 21
"534" "Zeitschrift des Deutschen Palastina-Vereins" "00121169" "" 85
"535" "Developmental Psychology" "00121649" "" 99
"536" "Diabetes" "00121797" "" 96
"537" "Diagnostica" "00121924" "" 51
"538" "Dialogue-Canadian Philosophical Review" "00122173" "" 54
"539" "Dickensian" "00122440" "" 74
"540" "Discrete Mathematics" "0012365X" "" 51
"541" "Chest" "00123692" "" 91
"542" "Dissent" "00123846" "" 27
"543" "Dix-Septieme Siecle" "00124273" "" 32
"544" "Drug and Therapeutics Bulletin" "00126543" "" 9
"545" "Drug Topics" "00126616" "" 4
"546" "Drugs" "00126667" "" 97
"547" "Drvna Industrija" "00126772" "" 41
"548" "Du: Zeitschrift Der Kultur" "00126837" "" 8
"549" "Duke Mathematical Journal" "00127094" "" 94
"550" "DYNA (Colombia)" "00127353" "" 28
"551" "Dyna (Spain)" "00127361" "" 15
"552" "Earth-Science Reviews" "00128252" "" 98
"553" "Eastern European Economics" "00128775" "" 59
"554" "Annales Scientifiques de l'Ecole Normale Superieure" "00129593" "" 92
"555" "Ecological Monographs" "00129615" "" 98
"556" "Ecology" "00129658" "" 91
"557" "Economic and Social Review" "00129984" "" 53
"558" "Economic Botany" "00130001" "" 75
"559" "Economic Geography" "00130095" "" 98
"560" "Economist" "00130613" "" 4
"561" "Ecumenical Review" "00130796" "" 32
"562" "Education and Urban Society" "00131245" "" 72
"563" "Education in Chemistry" "00131350" "" 2
"564" "Educational Administration Quarterly" "0013161X" "" 94
"565" "Educational and Psychological Measurement" "00131644" "" 86
"566" "Educational Leadership" "00131784" "" 11
"567" "Educational Philosophy and Theory" "00131857" "" 87
"568" "Educational Researcher" "0013189X" "" 98
"569" "Educational Theory" "00132004" "" 35
"570" "The Journal of the Egyptian Public Health Association" "00132446" "" 34
"571" "Eire-Ireland; a journal of Irish studies" "00132683" "" 41
"572" "Ekonomicky Casopis" "00133035" "" 31
"573" "Ekonomiska Samfundets Tidskrift" "00133183" "" 0
"574" "Ekonomista" "00133205" "" 3
"575" "Economic Annals" "00133264" "" 47
"576" "Journal of the Electrochemical Society" "00134651" "" 85
"577" "Electrochimica Acta" "00134686" "" 93
"578" "Electronic Design" "00134872" "" 3
"579" "Electronic Products" "00134953" "" 1
"580" "eb - Elektrische Bahnen" "00135437" "" 6
"581" "Biomedizinische Technik" "00135585" "" 37
"582" "Elektrotehniski Vestnik/Electrotechnical Review" "00135852" "" 11
"583" "Emergency Medicine" "00136654" "" 5
"584" "Emerita, Revista de linguistica y filologia clasica" "00136662" "" 25
"585" "L'Encephale" "00137006" "" 36
"586" "Endocrinology" "00137227" "" 78
"587" "Energia Elettrica" "00137308" "" 11
"588" "Engineer" "00137758" "" 0
"589" "Engineering" "00137782" "" 4
"590" "Engineering Economist" "0013791X" "" 53
"591" "Engineering Fracture Mechanics" "00137944" "" 87
"592" "Engineering Geology" "00137952" "" 98
"593" "English" "00138215" "" 64
"594" "English Language Notes" "00138282" "" 87
"595" "English Studies in Africa" "00138398" "" 74
"596" "Entomologia Experimentalis et Applicata" "00138703" "" 74
"597" "Entomological News" "0013872X" "" 15
"598" "Entomological Review" "00138738" "" 10
"599" "Annals of the Entomological Society of America" "00138746" "" 70
"600" "Proceedings of the Entomological Society of Washington" "00138797" "" 28
"601" "Environment" "00139157" "" 53
"602" "Environment and Behavior" "00139165" "" 90
"603" "Ephemerides Liturgicae" "00139505" "" 39
"604" "Epigraphica" "00139572" "" 28
"605" "Die Erde" "00139998" "" 49
"606" "Erdkunde" "00140015" "" 60
"607" "Ericsson Review (English Edition)" "00140171" "" 16
"608" "Espiritu" "00140716" "" 36
"609" "Esprit" "00140759" "" 33
"610" "Estetika : The Central European Journal of Aesthetics" "00141291" "" 54
"611" "Estudios Biblicos" "00141437" "" 17
"612" "Estudios Geograficos" "00141496" "" 22
"613" "Ethiopian Medical Journal" "00141755" "" 49
"614" "Ethnographia" "00141798" "" 12
"615" "Ethnomusicology" "00141836" "" 82
"616" "Etudes Anglaises" "0014195X" "" 51
"617" "Etudes Classiques" "0014200X" "" 7
"618" "Etudes Francaises" "00142085" "" 32
"619" "Etudes Germaniques" "00142115" "" 37
"620" "Etudes Philosophiques" "00142166" "" 9
"621" "Etudes Rurales" "00142182" "" 30
"622" "Etudes Theologiques et Religieuses" "00142239" "" 17
"623" "Euphorion - Zeitschrift fur Literaturgeschichte" "00142328" "" 7
"624" "Europe" "00142751" "" 7
"625" "European Economic Review" "00142921" "" 84
"626" "European Journal of Pharmacology" "00142999" "" 74
"627" "European Polymer Journal" "00143057" "" 90
"628" "Potato Research" "00143065" "" 59
"629" "Evangelische Theologie" "00143502" "" 32
"630" "Evolution; international journal of organic evolution" "00143820" "" 91
"631" "Evolution Psychiatrique" "00143855" "" 14
"632" "Exceptional Children" "00144029" "" 95
"633" "Experimental Mechanics" "00144851" "" 87
"634" "Expository Times" "00145246" "" 21
"635" "Extrapolation" "00145483" "" 69
"636" "FEBS Letters" "00145793" "" 81
"637" "FF Communications" "00145815" "" 5
"638" "Forum Italicum" "00145858" "" 27
"639" "Family Law Quarterly" "0014729X" "" 1
"640" "Farbe und Lack" "00147699" "" 6
"641" "Farmaceutski Glasnik" "00148202" "" 2
"642" "Farmacia" "00148237" "" 54
"643" "Federal Probation" "00149128" "" 37
"644" "Federal Reserve Bank of St. Louis Review" "00149187" "" 43
"645" "Fennia" "00150010" "" 67
"646" "Ferroelectrics" "00150193" "" 28
"647" "Fertility and Sterility" "00150282" "" 98
"648" "Fibonacci Quarterly" "00150517" "" 12
"649" "Fibre chemistry" "00150541" "" 14
"650" "Film Quarterly" "00151386" "" 64
"651" "Filtration and Separation" "00151882" "" 23
"652" "Financial Analysts Journal" "0015198X" "" 55
"653" "Florida Entomologist" "00154040" "" 45
"654" "Fluoride - Quarterly Reports" "00154725" "" 60
"655" "Foldtani Kozlony" "0015542X" "" 22
"656" "Folia Biologica" "00155497" "" 28
"657" "Folia Medica Cracoviensia" "00155616" "" 62
"658" "Folia Microbiologica" "00155632" "" 28
"659" "Folia Morphologica" "00155659" "" 31
"660" "Fontes Artis Musicae" "00156191" "" 42
"661" "Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan" "00156426" "" 21
"662" "Food Manufacture" "00156477" "" 4
"663" "Food Technology" "00156639" "" 16
"664" "Fordham Law Review" "0015704X" "" 50
"665" "Foreign Affairs" "00157120" "" 83
"666" "Foreign Language Annals" "0015718X" "" 87
"667" "Foreign Policy" "00157228" "" 4
"668" "Forest Products Journal" "00157473" "" 38
"669" "Forest Science" "0015749X" "" 65
"670" "Forestry Chronicle" "00157546" "" 37
"671" "Fortune" "00158259" "" 11
"672" "Forum for Modern Language Studies" "00158518" "" 54
"673" "Journal of the Franklin Institute" "00160032" "" 96
"674" "Freiburger Zeitschrift fur Philosophie und Theologie" "00160725" "" 62
"675" "The French Review" "0016111X" "" 32
"676" "French Studies" "00161128" "" 77
"677" "Frequenz" "00161136" "" 27
"678" "Fuel" "00162361" "" 95
"679" "Fujitsu Scientific and Technical Journal" "00162523" "" 20
"680" "Fukushima Journal of Medical Sciences" "00162590" "" 63
"681" "Fundamenta Mathematicae" "00162736" "" 38
"682" "Futures" "00163287" "" 92
"683" "Gas Wasserfach Wasser Abwasser" "00163651" "" 5
"684" "Gaceta Medica de Mexico" "00163813" "" 43
"685" "Galvanotechnik" "00164232" "" 12
"686" "Gas und Wasserfach, Gas, Erdgas" "00164909" "" 16
"687" "Gazette des Archives" "00165522" "" 18
"688" "Gems and Gemology" "0016626X" "" 3
"689" "Genre" "00166928" "" 90
"690" "Genus" "00166987" "" 68
"691" "Geochemical Journal" "00167002" "" 44
"692" "Geochemistry International" "00167029" "" 29
"693" "Geoderma" "00167061" "" 93
"694" "Geodetski List" "0016710X" "" 22
"695" "Geodezia es Kartografia" "00167118" "" 5
"696" "Geofisica International" "00167169" "" 47
"697" "Geoforum" "00167185" "" 93
"698" "Geograficky Casopis" "00167193" "" 34
"699" "Geografisk Tidsskrift" "00167223" "" 55
"700" "Geografski Obzornik" "00167274" "" 12
"701" "Geographia Polonica" "00167282" "" 85
"702" "Geographical Journal" "00167398" "" 87
"703" "Geographical Review" "00167428" "" 69
"704" "Geographische Zeitschrift" "00167479" "" 41
"705" "Geological Magazine" "00167568" "" 76
"706" "Bulletin of the Geological Society of America" "00167606" "" 93
"707" "Journal of the Geological Society of India" "00167622" "" 44
"708" "Journal of the Geological Society" "00167649" "" 83
"709" "Geologie en Mijnbouw/Netherlands Journal of Geosciences" "00167746" "" 41
"710" "Proceedings of the Geologists Association" "00167878" "" 62
"711" "Geomagnetism and Aeronomy" "00167932" "" 25
"712" "Geophysics" "00168033" "" 69
"713" "George Washington Law Review" "00168076" "" 50
"714" "Georgetown Law Journal" "00168092" "" 80
"715" "Geotechnique" "00168505" "" 94
"716" "Geotectonics" "00168521" "" 54
"717" "The German Quarterly" "00168831" "" 74
"718" "Germania" "00168874" "" 61
"719" "Germanisch-Romanische Monatsschrift" "00168904" "" 32
"720" "The Gerontologist" "00169013" "" 98
"721" "Gesnerus" "00169161" "" 20
"722" "Gifted Child Quarterly" "00169862" "" 73
"723" "Gigiena i sanitariia" "00169900" "" 13
"724" "Ginekologia Polska" "00170011" "" 35
"725" "Giornale Critico della Filosofia Italiana" "00170089" "" 24
"726" "Giornale Storico della Letteratura Italiana" "00170496" "" 37
"727" "Glasnik Matematicki" "0017095X" "" 55
"728" "Glotta - Zeitschrift fur Griechische und Lateinische Sprache" "00171298" "" 76
"729" "Gornyi Zhurnal" "00172278" "" 28
"730" "Goya" "00172715" "" 32
"731" "Grana" "00173134" "" 52
"732" "Grasas y Aceites" "00173495" "" 43
"733" "Greece and Rome" "00173835" "" 87
"734" "Greek, Roman and Byzantine Studies" "00173916" "" 78
"735" "Gregorianum" "00174114" "" 27
"736" "Ground Water" "0017467X" "" 66
"737" "Der Gynakologe" "00175994" "" 15
"738" "Harvard Business Review" "00178012" "" 76
"739" "Harvard Civil Rights-Civil Liberties Law Review" "00178039" "" 62
"740" "Harvard Educational Review" "00178055" "" 98
"741" "Harvard International Law Journal" "00178063" "" 88
"742" "Harvard Journal of Legislation" "0017808X" "" 70
"743" "Harvard Law Review" "0017811X" "" 64
"744" "Hastings Law Journal" "00178322" "" 47
"745" "Health Education Journal" "00178969" "" 40
"746" "Health Physics" "00179078" "" 28
"747" "Health Services Research" "00179124" "" 89
"748" "International Journal of Heat and Mass Transfer" "00179310" "" 96
"749" "Helictite" "00179973" "" 1
"750" "Hermes" "00180777" "" 81
"751" "Herpetologica" "00180831" "" 69
"752" "Herpetological Review" "0018084X" "" 2
"753" "Heythrop Journal - Quarterly Review of Philosophy and Theology" "00181196" "" 36
"754" "Skin Research" "00181390" "" 3
"755" "High Temperatures - High Pressures" "00181544" "" 23
"756" "Acta Urologica Japonica" "00181994" "" 12
"757" "Hiroshima Journal of Medical Sciences" "00182052" "" 30
"758" "Hiroshima Mathematical Journal" "00182079" "" 9
"759" "Hispania - Revista Espanola de Historia" "00182141" "" 45
"760" "HAHR - Hispanic American Historical Review" "00182168" "" 90
"761" "Hispanofila" "00182206" "" 54
"762" "Histoire Sociale" "00182257" "" 32
"763" "Historia - Zeitschrift fur Alte Geschichte" "00182311" "" 74
"764" "Historiallinen aikakauskirja" "00182362" "" 24
"765" "Historicky Casopis" "00182575" "" 18
"766" "Historische Zeitschrift" "00182613" "" 59
"767" "Historisk Tidsskrift" "0018263X" "" 29
"768" "History" "00182648" "" 58
"769" "History and Theory" "00182656" "" 83
"770" "History of Education Quarterly" "00182680" "" 66
"771" "History Today" "00182753" "" 10
"772" "Hitotsubashi Journal of Economics" "0018280X" "" 27
"773" "Honeyguide" "0018456X" "" 0
"774" "Hortscience: A Publication of the American Society for Hortcultural Science" "00185345" "" 57
"775" "Hospital Pharmacy" "00185787" "" 58
"776" "Hospital Topics" "00185868" "" 54
"777" "Houille Blanche" "00186368" "" 14
"778" "Hudebni Veda" "00187003" "" 42
"779" "Huisarts en Wetenschap" "00187070" "" 11
"780" "Japanese Journal of Human Geography" "00187216" "" 2
"781" "Human Organization" "00187259" "" 76
"782" "Human Relations" "00187267" "" 98
"783" "IBM Journal of Research and Development" "00188646" "" 72
"784" "Computer" "00189162" "" 85
"785" "IEEE Journal of Quantum Electronics" "00189197" "" 70
"786" "IEEE Journal of Solid-State Circuits" "00189200" "" 91
"787" "Proceedings of the IEEE" "00189219" "" 98
"788" "IEEE Spectrum" "00189235" "" 35
"789" "IEEE Transactions on Aerospace and Electronic Systems" "00189251" "" 92
"790" "IEEE Transactions on Antennas and Propagation" "0018926X" "" 91
"791" "IEEE Transactions on Automatic Control" "00189286" "" 95
"792" "IEEE Transactions on Biomedical Engineering" "00189294" "" 88
"793" "IEEE Transactions on Broadcasting" "00189316" "" 94
"794" "IEEE Transactions on Computers" "00189340" "" 92
"795" "IEEE Transactions on Education" "00189359" "" 95
"796" "IEEE Transactions on Electromagnetic Compatibility" "00189375" "" 75
"797" "IEEE Transactions on Electron Devices" "00189383" "" 81
"798" "IEEE Transactions on Engineering Management" "00189391" "" 75
"799" "IEEE Transactions on Information Theory" "00189448" "" 93
"800" "IEEE Transactions on Instrumentation and Measurement" "00189456" "" 93
"801" "IEEE Transactions on Magnetics" "00189464" "" 62
"802" "IEEE Transactions on Microwave Theory and Techniques" "00189480" "" 98
"803" "IEEE Transactions on Nuclear Science" "00189499" "" 71
"804" "IEEE Transactions on Reliability" "00189529" "" 91
"805" "IEEE Transactions on Vehicular Technology" "00189545" "" 98
"806" "IIC International Review of Intellectual Property and Competition Law" "00189855" "" 44
"807" "International Philosophical Quarterly" "00190365" "" 45
"808" "IRAL - International Review of Applied Linguistics in Language Teaching" "0019042X" "" 81
"809" "ISA Transactions" "00190578" "" 97
"810" "Iberoromania" "00190993" "" 51
"811" "Ideggyogyaszati Szemle" "00191442" "" 10
"812" "Illinois Journal of Mathematics" "00192082" "" 26
"813" "Indagationes Mathematicae" "00193577" "" 62
"814" "Journal of the Indian Academy of Applied Psychology" "00194247" "" 11
"815" "Journal of the Indian Chemical Society" "00194522" "" 4
"816" "Indian Concrete Journal" "00194565" "" 17
"817" "Indian Drugs" "0019462X" "" 15
"818" "Indian Economic and Social History Review" "00194646" "" 81
"819" "Indian Heart Journal" "00194832" "" 32
"820" "Transactions of the Indian Institute of Metals" "0019493X" "" 65
"821" "Journal of the Indian Institute of Science" "00194964" "" 72
"822" "Indian Journal of Agricultural Economics" "00195014" "" 13
"823" "Indian Journal of Agricultural Sciences" "00195022" "" 16
"824" "Journal of Communicable Diseases" "00195138" "" 5
"825" "Indian Journal of Labour Economics" "00195308" "" 5
"826" "Indian Journal of Mathematics" "00195324" "" 9
"827" "Indian Journal of Otolaryngology and Head and Neck Surgery" "00195421" "" 26
"828" "Indian Journal of Pediatrics" "00195456" "" 35
"829" "Indian Journal of Pharmaceutical Education and Research" "00195464" "" 32
"830" "Indian Journal of Physiology and Pharmacology" "00195499" "" 15
"831" "Indian Journal of Pure and Applied Mathematics" "00195588" "" 27
"832" "Indian Journal of Pure and Applied Physics" "00195596" "" 69
"833" "Indian Journal of Tuberculosis" "00195707" "" 22
"834" "Journal of the Indian Mathematical Society" "00195839" "" 3
"835" "Indian Silk" "00196355" "" 4
"836" "Journal of the Indian Society of Soil Science" "0019638X" "" 9
"837" "Indian Veterinary Journal" "00196479" "" 4
"838" "Indiana Law Journal" "00196665" "" 49
"839" "Indo-Iranian Journal" "00197246" "" 41
"840" "Indogermanischen Forschungen" "00197262" "" 58
"841" "Industrial and Commercial Training" "00197858" "" 55
"842" "ILR Review" "00197939" "" 81
"843" "Specialty Fabrics Review" "00198307" "" 4
"844" "Industrial Marketing Management" "00198501" "" 95
"845" "Industrie Alimentari" "0019901X" "" 20
"846" "Information Processing Letters" "00200190" "" 47
"847" "Information Psychiatrique" "00200204" "" 10
"848" "Information Sciences" "00200255" "" 97
"849" "Ingegneria Ferroviaria" "00200956" "" 19
"850" "Respiratory Care" "00201324" "" 66
"851" "Inorganica Chimica Acta" "00201693" "" 76
"852" "Insecta Matsumurana" "00201804" "" 3
"853" "Insectes Sociaux" "00201812" "" 64
"854" "Transactions of the Institute of British Geographers" "00202754" "" 95
"855" "Measurement and Control" "00202940" "" 33
